swh
1.178731
0.92146844
0.955407
1.0108048
0.8539233
0.9112566
1.2460018
1.1012055
1.0637281
1.3543293
1.9926804
2.0251405
1.458472
0.96927226
0.91309994
0.9257432
0.8990169
0.785029
0.7524643
1.1154629
1.249219
1.3720243
1.1381218
0.8921103
1.0872422
1.3699119
1.5409818
1.5199383
1.336771
1.1555446
1.1078774
0.938249
0.95535094
1.1265184
1.3257902
1.5696137
1.7298784
1.2340617
0.95216924
0.8624716
0.9650984
0.9825092
1.0005014
0.98213005
0.9743393
0.85397464
0.80052584
0.8673677
0.8376353
1.5502759
1.8639356
1.2578726
0.8180833
0.59289753
0.57030576
0.704226
0.9339937
0.92234665
0.80904293
0.9239678
1.0101053
0.9378146
0.8911688
0.82440734
0.80709356
0.8357733
0.8944667
0.97708803
0.8717205
0.7335723
0.74556565
0.8378663
0.9794101
1.0307074
1.0546583
1.1274881
1.208863
1.1108899
1.0332656
0.9075875
0.79174757
0.9227641
1.1788371
1.2713184
0.94313484
0.75831616
0.9285967
0.90138006
0.78595406
0.6711527
0.61612993
0.5852692
0.5742002
0.6501359
0.7253029
0.77833945
0.9013673
0.9977441
0.9212867
0.80186903
0.74378693
0.8116058
0.75612223
0.64971364
0.5712679
0.49687412
0.5398081
0.67188627
0.7186117
0.6522701
0.76712006
0.94587505
0.9565228
0.94620216
0.9628781
0.92315894
0.7893484
0.6433646
0.54974556
0.49509794
0.4916257
0.521827
0.7387699
0.9665949
0.9791446
0.9273796
0.84253854
0.7767042
0.8778062
0.95193404
0.89534205
0.7573147
0.6741848
0.6204438
0.6321326
0.6244092
0.64787257
0.61603534
0.577357
0.5172669
0.46557823
0.52561295
0.62393576
0.6430624
0.62981987
0.5518489
0.5031193
0.6411688
0.788027
0.8368968
0.81535864
0.78780186
0.7606016
0.72465146
0.8022558
0.9829441
0.947018
0.7690659
0.6693222
0.62733155
0.6524311
0.72330284
0.75771105
0.8847479
1.0621811
0.9088876
0.63671505
0.48294175
0.42865175
0.40966886
0.44987717
0.5294383
0.5278565
0.6021035
0.7701358
0.74298114
0.65546554
0.5959818
0.64555216
0.8243972
1.0931572
1.1852151
1.0607365
