U10,V10,Mwp,Swh
0.07771843501603166,0.08473388441675422,0.11062798497993388,0.7269196955872802
0.07490085212178636,0.07373572327365392,0.10694586118506035,0.7444175634194994
0.05813515852482362,0.07093821216289357,0.10517412936085044,0.7657524999514324
0.05214985663058512,0.07573539588135463,0.10421881645432458,0.7678959310337357
0.046261596752405425,0.06283524996846587,0.10587588657718257,0.7850272667019461
0.049611973439659444,0.06984726859385548,0.11173214025948006,0.768808617707005
0.05154035881391828,0.0731364883005393,0.11501538528101596,0.7603077676045265
0.0527053713576294,0.07496426882083403,0.12445728116700387,0.7478730786545327
0.04508532610217328,0.06292875923248088,0.15946765546331043,0.7325182592020355
0.050661409160041374,0.06691063241258198,0.10906476878917165,0.7733631896382049
0.06650677801907859,0.061755888223854916,0.09210905880857591,0.7796282749484906
0.025414522495474563,0.0434590343748669,0.11524360138963602,0.8158828417400226
0.04813954694656674,0.06721750790236516,0.15523252984579894,0.7294104153052691
0.034385310193540394,0.062084863181076484,0.10485033722790438,0.7986794893974788
0.031038994505710536,0.06961594540830753,0.09314112087287074,0.8062039392131112
0.03406079946255585,0.07278625977789199,0.09729957669813843,0.7958533640614137
0.031885089385605934,0.06065949181278465,0.1228293853734649,0.7846260334281444
0.03422903401630306,0.07279919077796385,0.11340016819541596,0.7795716070103171
0.05079133752484824,0.08467947509051618,0.12378250924485457,0.7407466781397809
0.07307080001042182,0.1057234248647176,0.09445385186592889,0.7267519232589317
0.05563728641372336,0.08543445842561088,0.08585085968950666,0.7730773954711592
0.048073778366324565,0.08180459516600302,0.08785245297877553,0.7822691734888968
0.050887319801512586,0.07892588322635395,0.08491882634789101,0.7852679706242424
0.04811542969485337,0.07891229095371914,0.08592154825349457,0.787050731097933
0.05045233418318146,0.07917228327731447,0.08681574208741669,0.7835596404520873
0.05202910235787846,0.08255136981843265,0.08832496445574983,0.777094563367939
0.059231059486741594,0.08643312773491538,0.09493745354726728,0.7593983592310758
0.06621401717283952,0.08086289285590478,0.09678187046106886,0.7561412195101869
0.05120128169845009,0.06311230233649402,0.08808135778102096,0.7976050581840349
0.07474644084987794,0.09157435535676713,0.08695482430773468,0.7467243794856203
0.08623509862133269,0.11544421227765625,0.0832613078590682,0.7150593812419429
0.06591906766121407,0.07983145581410563,0.10290004878656293,0.7513494277381173
0.02579646393861492,0.06256100807869076,0.09620266913349844,0.8154398588491959
0.04110831351925267,0.09174406304955392,0.09944551981961357,0.76770210361158
0.03856825896751383,0.07771593360139656,0.08436044284518407,0.7993553645859056
0.04145857065539869,0.0676479364208306,0.07961054084505373,0.811282952078717
0.04567727138504742,0.06442912776334656,0.07986523318895226,0.8100283676626537
0.05328099051973407,0.06253077152070587,0.0845938100276698,0.7995944279318903
0.061192910711805194,0.07932788369177754,0.08485150297649567,0.7746277026199216
0.07609226419578036,0.08930390205030538,0.09799170716042432,0.73661212659349
0.056883358242885075,0.06922691811660948,0.09757658724591438,0.7763131363945911
0.06014571422836785,0.07167945370489921,0.1142514305003043,0.7539234015664287
0.05661434717763569,0.08141080702770903,0.10377611410772657,0.7581987316869288
0.06429961331453593,0.09142530448396505,0.09620371520651295,0.7480713669949861
0.053888369307443125,0.08132060227009334,0.08524142112241397,0.7795496073000495
0.05320404079398221,0.0797356425751369,0.08931676711772425,0.7777435495131566
0.05050494681999641,0.0813087732180586,0.08685688709615705,0.781329392865788
0.050442431632638146,0.08264503573402462,0.08948155291035542,0.7774309797229818
0.0555057841573246,0.08541930782708042,0.0902966336943511,0.7687782743212439
0.056307011238828086,0.08598139948718252,0.0905440760509735,0.7671675132230159
0.05420953234808401,0.08393209737973063,0.0877858423203883,0.774072527951797
0.05508281513196958,0.08523166155207935,0.08826427656331226,0.7714212467526388
0.060037597859118635,0.08911212278378496,0.08632051735576901,0.7645297620013274
0.06200393414194748,0.10023407523736615,0.08305310287952529,0.7547088877411611
0.06861150675500305,0.09902310954830093,0.08404535935121885,0.7483200243454772
0.08077712287438515,0.11132036865456638,0.08415722993164039,0.7237452785394081
0.06082232390039636,0.07913495859437468,0.09970732086286725,0.7603353966423618
0.03209210195299206,0.06567236739073236,0.10303223447239951,0.7992032961838761
0.030771631047055565,0.057556741585948167,0.08862171196380624,0.8230499154031901
0.03690573817149003,0.07496912661915055,0.08533514320682786,0.8027899920025315
0.03719360340804941,0.06186655886514726,0.08486487974814115,0.8160749579786621
0.040467793461238695,0.060861926403697725,0.08657927801551867,0.8120910021195449
0.04142650283238826,0.06114816476125259,0.08214556485631799,0.8152797675500412
0.043352911203391506,0.06780724975193145,0.0845971687560203,0.8042426702886568
0.046014697032306685,0.06486394650606712,0.08721006635137293,0.8019112901102533
0.052413276156138736,0.06819900229869315,0.0885178899713826,0.7908698315737854
0.05680377161247926,0.07157313289799963,0.09721908167253643,0.7744040138169848
0.05680328128626882,0.07317669967882699,0.09740041546444499,0.7726196035704592
0.06064373164879451,0.07725419382681493,0.10267255863621652,0.759429515888174
0.05435724209096407,0.0812764404289561,0.10720911230267632,0.7571572051774035
0.05677246213673836,0.08569494791449588,0.09943267905061139,0.7580999108981545
